"class","capShape","capSurface","bruises","gillAttachment","gillSpacing","gillSize","stalkShape","stalkSurfaceAboveRing","stalkSurfaceBelowRing","veilColor","ringNumber","ringType"
"p","f","y","t","f","c","n","e","s","s","w","o","p"
"e","f","s","f","f","w","b","t","s","s","w","o","e"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","k","s","f","a","c","b","e","s","s","n","o","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","f","s","f","f","w","b","t","s","f","w","o","e"
"e","x","s","t","f","c","b","e","s","s","w","o","p"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"e","b","y","t","f","c","b","e","s","s","w","o","p"
"p","k","y","f","f","c","n","t","s","s","w","o","e"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"p","f","s","f","f","c","n","t","k","s","w","o","e"
"e","f","s","t","f","c","b","e","s","s","w","t","e"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"p","f","y","t","f","c","n","e","s","s","w","o","p"
"e","b","s","t","f","c","b","e","s","s","w","o","p"
"p","f","s","f","f","c","n","t","s","s","w","o","e"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"p","k","y","f","f","c","n","t","s","k","w","o","e"
"e","x","y","f","f","c","n","e","s","f","w","o","f"
"p","x","y","f","f","c","n","t","k","s","w","o","e"
"p","k","y","f","f","c","n","t","s","s","w","o","e"
"p","f","y","f","f","c","b","e","k","k","w","o","l"
"p","x","s","t","f","c","b","t","s","f","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"p","f","y","f","f","c","n","t","s","k","w","o","e"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","x","y","t","f","c","b","e","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","k","y","f","f","c","b","e","k","y","w","n","n"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","f","y","f","f","c","n","t","s","k","w","o","e"
"p","x","s","f","f","w","n","e","s","s","w","o","p"
"e","b","s","t","f","c","b","e","s","s","w","o","p"
"p","f","s","f","f","c","n","t","s","k","w","o","e"
"e","x","s","f","a","c","b","e","s","s","n","o","p"
"p","f","y","f","f","c","b","e","k","k","w","o","l"
"p","x","y","t","f","c","n","e","s","s","w","o","p"
"p","x","s","f","f","c","n","t","k","s","w","o","e"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"e","x","s","f","f","w","b","t","f","f","w","o","e"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"p","x","s","f","f","c","n","e","s","s","w","o","p"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"e","x","s","t","f","c","b","e","s","s","w","o","p"
"p","k","s","f","f","c","n","t","k","s","w","o","e"
"p","f","s","f","f","c","n","t","k","s","w","o","e"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"p","k","s","f","f","c","n","t","k","k","w","o","e"
"p","f","s","t","f","c","b","t","s","s","w","o","p"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"p","f","s","t","f","c","n","e","s","s","w","o","p"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"p","x","s","f","f","c","n","t","k","k","w","o","e"
"e","x","s","f","a","c","b","e","s","s","n","o","p"
"p","x","s","f","f","c","n","t","s","s","w","o","e"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","f","y","t","f","c","b","e","s","y","w","o","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","x","s","f","f","c","n","t","s","k","w","o","e"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"e","f","f","f","f","w","b","t","s","f","w","o","e"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"e","f","s","f","f","w","b","t","f","s","w","o","e"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","x","s","f","f","w","b","t","f","s","w","o","e"
"p","k","y","f","f","c","n","t","s","k","w","o","e"
"e","f","s","f","a","c","b","e","s","s","o","o","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","f","y","f","f","c","b","e","k","k","w","o","l"
"e","f","f","f","f","w","b","t","f","s","w","o","e"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","b","s","t","f","c","b","e","s","s","w","o","p"
"p","f","s","f","f","c","n","t","k","k","w","o","e"
"p","k","s","f","f","c","n","t","k","k","w","o","e"
"p","k","y","f","f","c","n","t","s","s","w","o","e"
"p","k","s","f","f","c","n","t","s","k","w","o","e"
"e","b","s","t","f","c","b","e","s","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"p","f","s","f","f","c","n","t","s","s","w","o","e"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","b","y","t","f","c","b","e","s","s","w","o","p"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","x","s","t","f","c","b","t","s","f","w","o","p"
"e","x","s","f","f","w","b","t","f","f","w","o","e"
"e","b","y","t","f","c","b","e","s","s","w","o","p"
"p","x","y","f","f","c","n","t","k","s","w","o","e"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"e","b","y","t","f","c","b","e","s","s","w","o","p"
"p","f","y","t","f","c","b","e","s","s","w","t","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"p","k","y","f","f","c","n","t","s","s","w","o","e"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"p","x","y","t","f","c","n","e","s","s","w","o","p"
"p","f","y","f","f","c","b","e","k","k","w","o","l"
"e","x","s","t","f","c","b","e","s","s","w","o","p"
"p","f","s","t","f","c","n","e","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","b","y","t","f","c","b","e","s","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","x","f","f","f","w","n","e","s","s","w","o","p"
"e","x","f","f","f","w","b","t","s","f","w","o","e"
"p","k","s","f","f","c","n","t","k","k","w","o","e"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"e","f","s","t","f","w","n","t","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"p","f","s","t","f","c","b","t","s","s","w","o","p"
"e","f","f","f","f","w","b","t","f","s","w","o","e"
"p","f","y","f","f","c","n","t","k","s","w","o","e"
"p","k","s","f","f","c","n","t","s","k","w","o","e"
"e","b","s","f","f","w","b","e","k","k","w","t","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"p","x","y","f","f","c","n","t","k","k","w","o","e"
"e","x","f","f","f","c","n","e","s","s","w","o","p"
"p","k","y","f","f","c","n","t","k","s","w","o","e"
"e","x","y","t","f","c","b","e","s","y","w","o","p"
"p","x","s","f","f","c","n","t","s","s","w","o","e"
"p","k","s","f","f","c","n","t","k","s","w","o","e"
"e","x","f","f","f","w","b","e","s","s","w","t","p"
"p","k","y","f","f","c","n","t","k","s","w","o","e"
"e","b","s","t","f","c","b","e","s","s","w","o","p"
"p","x","s","f","f","c","n","t","k","s","w","o","e"
"e","f","y","t","f","c","b","e","s","y","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","f","y","t","f","c","b","e","s","y","w","o","p"
"e","b","s","f","f","w","b","e","s","k","w","t","p"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"e","f","f","f","f","w","b","t","s","f","w","o","e"
"e","x","f","f","f","w","b","e","s","s","w","t","p"
"e","x","s","f","f","w","b","t","s","f","w","o","e"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"p","x","y","f","f","c","n","t","s","s","w","o","e"
"e","b","y","t","f","c","b","e","s","s","w","o","p"
"e","x","y","t","f","c","b","e","s","y","w","o","p"
"e","x","s","f","f","w","b","t","f","s","w","o","e"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","k","y","f","f","c","n","t","s","s","w","o","e"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","x","y","t","f","c","b","e","s","y","w","o","p"
"e","x","s","t","f","w","n","t","s","s","w","o","p"
"e","b","f","f","f","w","b","e","k","k","w","t","p"
"p","f","s","t","f","c","b","t","s","f","w","o","p"
"e","b","s","t","f","c","b","e","s","s","w","o","p"
"p","f","y","f","f","c","n","t","s","s","w","o","e"
"e","x","y","t","f","c","b","e","s","s","w","o","p"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","s","f","f","f","c","n","e","s","s","w","o","p"
"p","f","s","t","f","c","n","e","s","s","w","o","p"
"p","x","f","f","f","w","n","e","s","s","w","o","p"
"p","x","y","f","f","c","n","t","k","k","w","o","e"
"e","x","f","f","f","w","b","t","s","s","w","o","e"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"e","f","s","f","a","c","b","e","s","s","o","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","x","s","t","f","c","b","e","s","s","w","o","p"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"e","f","s","f","f","w","b","t","s","f","w","o","e"
"p","f","y","f","f","c","n","t","s","s","w","o","e"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"p","f","f","f","f","c","n","e","k","y","w","o","e"
"p","f","y","f","f","c","n","t","k","k","w","o","e"
"e","x","s","f","f","w","b","t","s","f","w","o","e"
"p","k","s","f","f","c","n","t","s","s","w","o","e"
"p","f","y","f","f","c","n","t","s","k","w","o","e"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","x","s","f","f","w","b","t","f","s","w","o","e"
"p","f","y","f","f","c","n","t","k","s","w","o","e"
"p","x","s","f","f","c","n","t","k","k","w","o","e"
"e","x","f","f","f","c","n","e","s","s","w","o","p"
"e","x","s","t","f","c","b","e","s","s","w","o","p"
"p","x","s","f","f","c","n","t","s","k","w","o","e"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"p","k","s","f","f","c","n","t","s","k","w","o","e"
"e","f","s","f","f","w","b","t","s","f","w","o","e"
"p","f","y","f","f","w","n","e","y","y","y","o","e"
"e","f","s","t","f","c","b","e","s","s","w","t","e"
"e","x","s","f","f","w","b","t","s","s","w","o","e"
"e","f","y","t","f","c","b","e","s","y","w","o","p"
"p","x","f","f","f","c","n","e","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"p","k","y","f","f","c","n","t","k","s","w","o","e"
"e","b","s","f","f","w","b","e","k","k","w","t","p"
"p","f","y","t","f","c","b","e","s","s","w","t","p"
"e","f","f","f","f","w","b","t","s","s","w","o","e"
"e","x","y","t","f","c","b","e","s","s","w","o","p"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"p","f","y","f","f","c","n","t","s","k","w","o","e"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"p","x","s","t","f","c","b","t","f","s","w","o","p"
"e","f","y","t","f","c","b","e","s","y","w","o","p"
"e","x","y","t","f","c","b","e","s","y","w","o","p"
"e","b","y","f","f","c","b","e","y","y","w","t","p"
"e","k","f","f","f","w","b","e","k","s","w","t","p"
"e","b","s","f","f","w","b","e","k","s","w","t","p"
"p","f","s","f","f","c","n","t","s","s","w","o","e"
"p","k","s","f","f","c","n","t","k","s","w","o","e"
"p","x","s","f","f","c","n","t","s","s","w","o","e"
"e","x","s","t","f","c","b","e","s","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"p","f","y","f","f","c","b","e","k","k","w","o","l"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","f","y","t","f","c","b","e","s","y","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"p","f","s","t","f","c","b","t","s","f","w","o","p"
"e","x","y","t","f","c","b","e","s","y","w","o","p"
"p","k","s","f","f","c","n","t","s","s","w","o","e"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"p","x","s","t","f","c","b","t","f","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"p","x","s","t","f","c","n","e","s","s","w","o","p"
"e","x","y","t","f","c","b","e","s","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"e","f","y","f","f","w","n","e","f","f","w","o","e"
"p","x","s","f","f","c","n","t","k","k","w","o","e"
"e","f","s","t","f","c","b","e","s","s","w","t","e"
"e","x","s","f","f","w","b","t","s","s","w","o","e"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"e","x","s","f","f","w","b","e","k","k","w","t","p"
"e","x","s","f","a","c","b","e","s","s","n","o","p"
"e","x","f","f","f","w","b","t","f","s","w","o","e"
"e","f","y","t","f","c","b","e","s","y","w","o","p"
"e","x","y","t","f","c","b","e","s","s","w","o","p"
"p","x","s","f","f","c","n","t","s","k","w","o","e"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","f","f","f","f","w","b","t","s","s","w","o","e"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"e","x","s","t","f","c","b","e","s","s","w","o","p"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"p","f","s","f","f","c","n","t","s","k","w","o","e"
"p","f","s","t","f","c","b","t","f","s","w","o","p"
"p","f","y","f","f","c","b","e","k","k","w","o","l"
"p","k","y","f","f","c","n","t","s","k","w","o","e"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","x","s","f","f","w","n","e","s","s","w","o","p"
"p","k","s","f","f","c","n","t","k","k","w","o","e"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"e","x","s","f","f","w","b","t","s","f","w","o","e"
"e","b","s","f","a","c","b","e","s","s","n","o","p"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"p","k","s","f","f","c","n","t","k","s","w","o","e"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","x","s","t","f","c","b","t","f","s","w","o","p"
"p","x","s","f","f","c","n","t","s","s","w","o","e"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"p","f","s","t","f","c","b","t","f","f","w","o","p"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"p","k","s","f","f","c","n","t","s","k","w","o","e"
"e","x","f","f","f","w","b","t","f","s","w","o","e"
"e","x","f","f","f","w","b","e","k","k","w","t","p"
"e","f","s","f","f","w","b","t","f","f","w","o","e"
"e","x","s","t","f","c","b","e","s","s","w","o","p"
"e","b","s","f","a","c","b","e","s","s","o","o","p"
"e","k","y","f","f","c","b","e","y","y","w","t","p"
"e","x","f","f","f","w","b","t","f","s","w","o","e"
"p","k","s","f","f","c","n","t","k","k","w","o","e"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"p","f","y","t","f","c","n","e","s","s","w","o","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"e","k","f","f","f","w","b","e","s","k","w","t","p"
"p","f","s","t","f","c","n","e","s","s","w","o","p"
"e","f","f","f","f","c","n","e","s","s","w","o","p"
"p","f","s","f","f","c","n","t","s","s","w","o","e"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"p","x","y","f","f","c","n","t","s","k","w","o","e"
"e","x","s","t","f","c","b","e","s","s","w","o","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"e","b","y","t","f","c","b","e","s","s","w","o","p"
"e","f","f","f","f","c","n","e","s","s","w","o","p"
"p","k","s","f","f","c","n","t","s","k","w","o","e"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"p","k","s","f","f","c","n","t","k","s","w","o","e"
"p","x","s","f","f","c","n","t","k","s","w","o","e"
"p","x","y","t","f","c","n","e","s","s","w","o","p"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"e","x","s","t","f","w","n","t","s","s","w","o","p"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"e","x","y","t","f","c","b","e","s","y","w","o","p"
"p","f","s","f","f","c","n","t","s","s","w","o","e"
"e","f","s","f","f","w","b","t","f","f","w","o","e"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"e","k","f","f","f","w","b","e","k","s","w","t","p"
"p","x","s","f","f","c","n","t","s","s","w","o","e"
"e","x","y","t","f","c","b","e","s","s","w","o","p"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"e","f","f","f","f","w","b","t","s","f","w","o","e"
"e","x","f","f","f","w","b","t","s","s","w","o","e"
"e","x","y","t","f","c","b","t","s","s","w","o","p"
"e","f","f","t","f","w","n","t","s","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"p","f","y","f","f","c","b","e","k","k","w","o","l"
"p","f","y","f","f","c","b","e","k","k","w","o","l"
"e","x","s","f","f","w","b","t","s","s","w","o","e"
"p","k","s","f","f","c","n","t","s","k","w","o","e"
"p","x","y","f","f","c","b","e","k","k","w","o","l"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"e","f","f","t","f","c","b","t","s","s","w","o","p"
"p","x","s","t","f","c","b","t","s","f","w","o","p"
"e","f","f","f","f","w","b","t","f","s","w","o","e"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"p","f","s","f","f","c","n","t","s","s","w","o","e"
"e","x","s","f","a","c","b","e","s","s","o","o","p"
"e","x","f","f","f","w","b","t","s","f","w","o","e"
"p","f","y","f","f","c","b","e","k","k","w","o","l"
"p","f","s","f","f","c","n","t","s","s","w","o","e"
"e","x","y","t","f","c","b","e","s","y","w","o","p"
"e","b","s","f","f","w","b","e","s","s","w","t","p"
"e","k","s","f","f","w","b","e","s","s","w","t","p"
"p","f","y","f","f","c","b","e","k","k","w","o","l"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","x","s","t","f","c","b","e","s","s","w","o","p"
"e","f","f","f","f","w","b","t","f","s","w","o","e"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","s","f","f","f","c","n","e","s","s","w","o","p"
"e","x","f","t","f","c","b","t","s","s","w","o","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"p","f","s","t","f","c","n","e","s","s","w","o","p"
"e","f","y","t","f","c","b","t","s","s","w","o","p"
"e","x","y","t","f","c","b","e","s","s","w","t","p"
"p","f","f","f","f","c","b","e","k","k","w","o","l"
"p","x","f","f","f","c","b","e","k","k","w","o","l"
